timestamp,cpu/limit,cpu/request,cpu/usage,cpu/usage_rate,filesystem/limit,filesystem/usage,memory/cache,memory/limit,memory/major_page_faults,memory/major_page_faults_rate,memory/page_faults,memory/page_faults_rate,memory/request,memory/rss,memory/usage,memory/working_set,uptime,normal,cpu,mem,io
1529578140,0,0,8498038923023,54,79680208896,253952,95432704,0,0,0,24543582,251.67369079589844,0,1166721024,1262153728,1262112768,82570145,1,0,0,0
1529578160,0,0,8499097930621,56,79680208896,253952,95506432,0,0,0,24549179,297.6121826171875,0,1166721024,1262227456,1262186496,82590186,1,0,0,0
1529578180,0,0,8500485251426,52,79680208896,253952,95514624,0,0,0,24557562,316.7099304199219,0,1166721024,1262235648,1262194688,82610176,1,0,0,0
1529578200,0,0,8501342979327,52,79680208896,253952,95522816,0,0,0,24561807,257.78659057617193,0,1166721024,1262243840,1262202880,82630161,1,0,0,0
1529578220,0,0,8502359278344,51,79680208896,253952,95526912,0,0,0,24567332,280.44052124023443,0,1166721024,1262247936,1262206976,82650191,1,0,0,0
1529578240,0,0,8503316718715,52,79680208896,253952,95535104,0,0,0,24571891,248.22987365722656,0,1166721024,1262256128,1262215168,82670242,1,0,0,0
1529578260,0,0,8503937569030,51,79680208896,253952,95539200,0,0,0,24575937,334.0575256347656,0,1166721024,1262260224,1262219264,82690175,1,0,0,0
1529578280,0,0,8505626940036,51,79680208896,253952,95547392,0,0,0,24585872,301.2053527832031,0,1166721024,1262268416,1262227456,82710243,1,0,0,0
1529578300,0,0,8506289898765,50,79680208896,253952,95555584,0,0,0,24589156,250.58465576171875,0,1166721024,1262276608,1262235648,82730186,1,0,0,0
1529578320,0,0,8507767849835,52,79680208896,253952,95563776,0,0,0,24597266,290.5283508300781,0,1166721024,1262391296,1262350336,82750159,1,0,0,0
1529578340,0,0,8509522758018,99,79680208896,253952,95600640,0,0,0,24603341,344.1681213378906,0,1166721024,1262321664,1262280704,82770177,1,0,0,0
1529578360,0,0,8512352290205,149,79680208896,253952,95674368,0,0,0,24609411,319.7448425292969,0,1166721024,1262522368,1262481408,82790234,0,1,0,0
1529578380,0,0,8513256565161,65,79680208896,253952,95682560,0,0,0,24612968,257.03741455078125,0,1166721024,1262403584,1262362624,82810163,0,1,0,0
1529578400,0,0,8515733806492,145,79680208896,253952,95739904,0,0,0,24618303,313.9698181152344,0,1166721024,1262460928,1262419968,82830248,0,1,0,0
1529578420,0,0,8518125029990,141,79680208896,253952,95793152,0,0,0,24622666,258.71151733398443,0,1166721024,1262604288,1262563328,82850227,0,1,0,0
1529578440,0,0,8519245418074,61,79680208896,253952,95801344,0,0,0,24627445,262.13510131835943,0,1166721024,1262612480,1262571520,82870188,0,1,0,0
1529578460,0,0,8521240625106,56,79680208896,253952,95813632,0,0,0,24637035,273.16580200195307,0,1166721024,1262534656,1262493696,82890208,0,1,0,0
1529578480,0,0,8521916290773,55,79680208896,253952,95817728,0,0,0,24640341,270.60031127929693,0,1166700544,1262645248,1262604288,82910341,1,0,0,0
1529578500,0,0,8522602695398,59,79680208896,253952,95821824,0,0,0,24643630,283.16815185546875,0,1166700544,1262649344,1262608384,82930260,1,0,0,0
1529578520,0,0,8524639027199,61,79680208896,253952,95834112,0,0,0,24653546,300.7676086425781,0,1166700544,1262534656,1262493696,82950178,1,0,0,0
